Cluster_ID	Annotation	Gene_Name	Cav_10DC88	Cav_11DC096	Cga_08-1274-3	Cga_12-4358	Ctr_A-HAR-13
group346	Branched-chain amino acid transport system 2 carrier protein	brnQ	FFOKMCCD_00719	KCMFMKKO_00896	HDCLDDAM_00292	MFHLCMEF_00293	JGDJAKFF_00600
group347	hypothetical protein	--	FFOKMCCD_00720	KCMFMKKO_00895	HDCLDDAM_00293	MFHLCMEF_00294	JGDJAKFF_00601
group347.1	hypothetical protein	--	FFOKMCCD_00721	NA	NA	NA	NA
group348	hypothetical protein	--	FFOKMCCD_00722	KCMFMKKO_00894	HDCLDDAM_00294	MFHLCMEF_00295	JGDJAKFF_00602
group349	hypothetical protein	--	FFOKMCCD_00345	KCMFMKKO_00314	HDCLDDAM_00878	MFHLCMEF_00880	JGDJAKFF_00158
group350	Dihydrolipoyl dehydrogenase	pdhD	FFOKMCCD_00723	KCMFMKKO_00893	HDCLDDAM_00295	MFHLCMEF_00296	JGDJAKFF_00603
group351	Lipoyl synthase	lipA	FFOKMCCD_00725	KCMFMKKO_00892	HDCLDDAM_00296	MFHLCMEF_00297	JGDJAKFF_00604
group352	hypothetical protein	--	FFOKMCCD_00726	KCMFMKKO_00891	HDCLDDAM_00297	MFHLCMEF_00298	JGDJAKFF_00605
group353	hypothetical protein	--	FFOKMCCD_00727	KCMFMKKO_00890	HDCLDDAM_00298	MFHLCMEF_00299	JGDJAKFF_00606
group354	Yop proteins translocation protein L	yscL	FFOKMCCD_00728	KCMFMKKO_00889	HDCLDDAM_00299	MFHLCMEF_00300	JGDJAKFF_00607
group355	hypothetical protein	--	FFOKMCCD_00729	KCMFMKKO_00888	HDCLDDAM_00300	MFHLCMEF_00301	JGDJAKFF_00608
group356	Surface presentation of antigens protein SpaR	spaR	FFOKMCCD_00731	KCMFMKKO_00886	HDCLDDAM_00302	MFHLCMEF_00303	JGDJAKFF_00610
group357	hypothetical protein	--	FFOKMCCD_00732	KCMFMKKO_00885	HDCLDDAM_00303	MFHLCMEF_00304	JGDJAKFF_00611
group358	hypothetical protein	--	FFOKMCCD_00733	KCMFMKKO_00884	HDCLDDAM_00304	MFHLCMEF_00305	JGDJAKFF_00612
group359	hypothetical protein	--	FFOKMCCD_00735	KCMFMKKO_00883	HDCLDDAM_00305	MFHLCMEF_00306	JGDJAKFF_00613
group360	hypothetical protein	--	FFOKMCCD_00362	KCMFMKKO_00297	HDCLDDAM_00896	MFHLCMEF_00898	JGDJAKFF_00137
group361	hypothetical protein	--	FFOKMCCD_00736	KCMFMKKO_00882	HDCLDDAM_00306	MFHLCMEF_00307	JGDJAKFF_00614
group362	hypothetical protein	--	FFOKMCCD_00737	KCMFMKKO_00881	HDCLDDAM_00307	MFHLCMEF_00308	JGDJAKFF_00615
group363	Type II secretion system protein F	epsF	FFOKMCCD_00738	KCMFMKKO_00880	HDCLDDAM_00308	MFHLCMEF_00309	JGDJAKFF_00616
group364	Type II secretion system protein E	epsE	FFOKMCCD_00739	KCMFMKKO_00879	HDCLDDAM_00309	MFHLCMEF_00310	JGDJAKFF_00617
group365	Type 3 secretion system secretin	sctC_1	FFOKMCCD_00740	KCMFMKKO_00878	HDCLDDAM_00310	MFHLCMEF_00311	JGDJAKFF_00618
group366	hypothetical protein	--	FFOKMCCD_00741	KCMFMKKO_00877	HDCLDDAM_00311	MFHLCMEF_00312	JGDJAKFF_00619
group367	Aminopeptidase YpdF	--	FFOKMCCD_00742	KCMFMKKO_00876	HDCLDDAM_00312	MFHLCMEF_00313	JGDJAKFF_00620
group368	DNA mismatch repair protein MutL	mutL	FFOKMCCD_00743	KCMFMKKO_00875	HDCLDDAM_00313	MFHLCMEF_00314	JGDJAKFF_00621
group369	hypothetical protein	--	FFOKMCCD_00744	KCMFMKKO_00874	HDCLDDAM_00314	MFHLCMEF_00315	JGDJAKFF_00622
group370	hypothetical protein	--	FFOKMCCD_00745	KCMFMKKO_00873	HDCLDDAM_00315	MFHLCMEF_00316	JGDJAKFF_00623
group371	hypothetical protein	--	FFOKMCCD_00746	KCMFMKKO_00872	HDCLDDAM_00316	MFHLCMEF_00317	JGDJAKFF_00624
group372	hypothetical protein	--	FFOKMCCD_00747	KCMFMKKO_00871	HDCLDDAM_00317	MFHLCMEF_00318	JGDJAKFF_00625
group373	S-adenosylmethionine/S-adenosylhomocysteine transporter	--	FFOKMCCD_00749	KCMFMKKO_00869	HDCLDDAM_00318	MFHLCMEF_00319	JGDJAKFF_00626
group374	hypothetical protein	--	FFOKMCCD_00752	KCMFMKKO_00866	HDCLDDAM_00321	MFHLCMEF_00322	JGDJAKFF_00629
group375	Tryptophan--tRNA ligase	trpS	FFOKMCCD_00754	KCMFMKKO_00864	HDCLDDAM_00323	MFHLCMEF_00324	JGDJAKFF_00631
group376	UvrABC system protein B	uvrB	FFOKMCCD_00755	KCMFMKKO_00863	HDCLDDAM_00324	MFHLCMEF_00325	JGDJAKFF_00632
group377	Enolase	eno	FFOKMCCD_00756	KCMFMKKO_00862	HDCLDDAM_00325	MFHLCMEF_00326	JGDJAKFF_00633
group378	hypothetical protein	--	FFOKMCCD_00757	KCMFMKKO_00861	HDCLDDAM_00326	MFHLCMEF_00327	JGDJAKFF_00634
group379	hypothetical protein	--	FFOKMCCD_00759	KCMFMKKO_00860	HDCLDDAM_00327	MFHLCMEF_00328	JGDJAKFF_00635
group379.1	hypothetical protein	--	FFOKMCCD_00758	NA	NA	NA	NA
group380	hypothetical protein	--	FFOKMCCD_00760	KCMFMKKO_00859	HDCLDDAM_00328	MFHLCMEF_00329	JGDJAKFF_00636
group381	Fumarate reductase iron-sulfur subunit	frdB	FFOKMCCD_00761	KCMFMKKO_00858	HDCLDDAM_00329	MFHLCMEF_00330	JGDJAKFF_00637
group382	Fumarate reductase flavoprotein subunit	frdA	FFOKMCCD_00762	KCMFMKKO_00857	HDCLDDAM_00330	MFHLCMEF_00331	JGDJAKFF_00638
group383	hypothetical protein	--	FFOKMCCD_00763	KCMFMKKO_00856	HDCLDDAM_00331	MFHLCMEF_00332	JGDJAKFF_00639
group384	D-aminoacyl-tRNA deacylase	dtd3	FFOKMCCD_00764	KCMFMKKO_00855	HDCLDDAM_00332	MFHLCMEF_00333	JGDJAKFF_00640
group385	Thiol:disulfide interchange protein DsbD	dsbD	FFOKMCCD_00765	KCMFMKKO_00854	HDCLDDAM_00333	MFHLCMEF_00334	JGDJAKFF_00641
group386	Tol-Pal system protein TolR	tolR	FFOKMCCD_00768	KCMFMKKO_00852	HDCLDDAM_00335	MFHLCMEF_00336	JGDJAKFF_00643
group387	hypothetical protein	--	FFOKMCCD_00769	KCMFMKKO_00851	HDCLDDAM_00336	MFHLCMEF_00337	JGDJAKFF_00644
group388	Tol-Pal system protein TolB	tolB	FFOKMCCD_00770	KCMFMKKO_00850	HDCLDDAM_00337	MFHLCMEF_00338	JGDJAKFF_00645
group389	Peptidoglycan-associated lipoprotein	pal	FFOKMCCD_00771	KCMFMKKO_00849	HDCLDDAM_00338	MFHLCMEF_00339	JGDJAKFF_00646
group390	hypothetical protein	--	FFOKMCCD_00772	KCMFMKKO_00848	HDCLDDAM_00339	MFHLCMEF_00340	JGDJAKFF_00647
group391	hypothetical protein	--	FFOKMCCD_00773	KCMFMKKO_00847	HDCLDDAM_00340	MFHLCMEF_00341	JGDJAKFF_00648
group392	Alkyl hydroperoxide reductase C	ahpC	FFOKMCCD_00774	KCMFMKKO_00846	HDCLDDAM_00341	MFHLCMEF_00342	JGDJAKFF_00649
group393	60 kDa chaperonin 1	groL1_2	FFOKMCCD_00776	KCMFMKKO_00844	HDCLDDAM_00343	MFHLCMEF_00344	JGDJAKFF_00651
group394	hypothetical protein	--	FFOKMCCD_00777	KCMFMKKO_00843	HDCLDDAM_00344	MFHLCMEF_00345	JGDJAKFF_00652
group395	dITP/XTP pyrophosphatase	--	FFOKMCCD_00778	KCMFMKKO_00842	HDCLDDAM_00345	MFHLCMEF_00346	JGDJAKFF_00653
group396	hypothetical protein	--	FFOKMCCD_00779	KCMFMKKO_00841	HDCLDDAM_00346	MFHLCMEF_00347	JGDJAKFF_00654
group397	Uracil-DNA glycosylase	ung	FFOKMCCD_00780	KCMFMKKO_00840	HDCLDDAM_00347	MFHLCMEF_00348	JGDJAKFF_00655
group398	RNA polymerase sigma-54 factor	rpoN	FFOKMCCD_00782	KCMFMKKO_00838	HDCLDDAM_00349	MFHLCMEF_00350	JGDJAKFF_00657
group399	hypothetical protein	--	FFOKMCCD_00783	KCMFMKKO_00837	HDCLDDAM_00350	MFHLCMEF_00351	JGDJAKFF_00692
group400	DNA topoisomerase 1	topA	FFOKMCCD_00784	KCMFMKKO_00836	HDCLDDAM_00351	MFHLCMEF_00352	JGDJAKFF_00693
group401	hypothetical protein	--	FFOKMCCD_00369	KCMFMKKO_00290	NA	NA	JGDJAKFF_00160
group402	tRNA-dihydrouridine synthase B	dusB	FFOKMCCD_00785	KCMFMKKO_00835	HDCLDDAM_00352	MFHLCMEF_00353	JGDJAKFF_00694
group403	hypothetical protein	--	FFOKMCCD_00786	KCMFMKKO_00834	HDCLDDAM_00353	MFHLCMEF_00354	JGDJAKFF_00695
group404	hypothetical protein	--	FFOKMCCD_00787	KCMFMKKO_00833	HDCLDDAM_00354	MFHLCMEF_00355	JGDJAKFF_00696
group405	hypothetical protein	--	FFOKMCCD_00788	KCMFMKKO_00832	HDCLDDAM_00355	MFHLCMEF_00356	JGDJAKFF_00697
group406	hypothetical protein	--	FFOKMCCD_00789	KCMFMKKO_00831	HDCLDDAM_00356	MFHLCMEF_00357	JGDJAKFF_00698
group407	Bifunctional F420 biosynthesis protein FbiB	fbiB	FFOKMCCD_00791	KCMFMKKO_00829	HDCLDDAM_00358	MFHLCMEF_00359	JGDJAKFF_00659
group408	Dihydrofolate reductase	dfrA	FFOKMCCD_00792	KCMFMKKO_00828	HDCLDDAM_00359	MFHLCMEF_00360	JGDJAKFF_00660
group409	hypothetical protein	--	FFOKMCCD_00793	KCMFMKKO_00827	HDCLDDAM_00360	MFHLCMEF_00361	JGDJAKFF_00661
group410	hypothetical protein	--	FFOKMCCD_00794	KCMFMKKO_00826	HDCLDDAM_00361	MFHLCMEF_00362	JGDJAKFF_00662
group411	hypothetical protein	--	FFOKMCCD_00796	KCMFMKKO_00824	HDCLDDAM_00363	MFHLCMEF_00364	JGDJAKFF_00664
group412	hypothetical protein	--	FFOKMCCD_00371	KCMFMKKO_00288	HDCLDDAM_00906	MFHLCMEF_00907	NA
group413	hypothetical protein	--	FFOKMCCD_00797	KCMFMKKO_00823	HDCLDDAM_00364	MFHLCMEF_00365	JGDJAKFF_00665
group414	RecBCD enzyme subunit RecD	recD	FFOKMCCD_00799	KCMFMKKO_00821	HDCLDDAM_00366	MFHLCMEF_00367	JGDJAKFF_00702
group415	hypothetical protein	--	FFOKMCCD_00800	KCMFMKKO_00820	HDCLDDAM_00367	MFHLCMEF_00368	JGDJAKFF_00701
group416	Atypical response regulator protein ChxR	chxR	FFOKMCCD_00801	KCMFMKKO_00819	HDCLDDAM_00368	MFHLCMEF_00369	JGDJAKFF_00678
group417	Bifunctional protein GlmU	glmU	FFOKMCCD_00802	KCMFMKKO_00818	HDCLDDAM_00369	MFHLCMEF_00370	JGDJAKFF_00677
group418	Farnesyl diphosphate synthase	--	FFOKMCCD_00803	KCMFMKKO_00817	HDCLDDAM_00370	MFHLCMEF_00371	JGDJAKFF_00676
group419	Flavin-dependent thymidylate synthase	thyX	FFOKMCCD_00806	KCMFMKKO_00814	HDCLDDAM_00373	MFHLCMEF_00374	JGDJAKFF_00681
group420	Delta-aminolevulinic acid dehydratase	hemB	FFOKMCCD_00807	KCMFMKKO_00813	HDCLDDAM_00374	MFHLCMEF_00375	JGDJAKFF_00682
group421	Na(+)-translocating NADH-quinone reductase subunit A	nqrA	FFOKMCCD_00808	KCMFMKKO_00812	HDCLDDAM_00375	MFHLCMEF_00376	JGDJAKFF_00683
group422	Transcription elongation factor GreA	greA	FFOKMCCD_00810	KCMFMKKO_00810	HDCLDDAM_00377	MFHLCMEF_00378	JGDJAKFF_00685
group423	Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)	uppS	FFOKMCCD_00010	KCMFMKKO_00631	HDCLDDAM_00559	MFHLCMEF_00560	JGDJAKFF_00488
group423.1	Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)	ispU	FFOKMCCD_00009	NA	NA	NA	NA
group424	Oligopeptide-binding protein OppA	oppA_2	FFOKMCCD_00386	KCMFMKKO_00273	HDCLDDAM_00922	MFHLCMEF_00923	JGDJAKFF_00144
group425	Aromatic-amino-acid aminotransferase	tyrB	FFOKMCCD_00812	KCMFMKKO_00808	HDCLDDAM_00379	MFHLCMEF_00380	JGDJAKFF_00687
group426	hypothetical protein	--	FFOKMCCD_00813	KCMFMKKO_00807	HDCLDDAM_00380	MFHLCMEF_00381	JGDJAKFF_00688
group427	RecBCD enzyme subunit RecB	recB	FFOKMCCD_00815	KCMFMKKO_00806	HDCLDDAM_00381	MFHLCMEF_00382	JGDJAKFF_00689
group427.1	RecBCD enzyme subunit RecB	recB_1	FFOKMCCD_00814	NA	NA	NA	NA
group428	RecBCD enzyme subunit RecC	recC	FFOKMCCD_00816	KCMFMKKO_00805	HDCLDDAM_00382	MFHLCMEF_00383	JGDJAKFF_00690
group429	Lysophospholipid transporter LplT	lplT	FFOKMCCD_00817	KCMFMKKO_00804	HDCLDDAM_00383	MFHLCMEF_00384	JGDJAKFF_00691
group430	hypothetical protein	--	FFOKMCCD_00818	KCMFMKKO_00803	HDCLDDAM_00384	MFHLCMEF_00385	JGDJAKFF_00675
group431	Endonuclease 4	nfo	FFOKMCCD_00820	KCMFMKKO_00801	HDCLDDAM_00386	MFHLCMEF_00387	JGDJAKFF_00673
group432	lipid II flippase MurJ	murJ	FFOKMCCD_00821	KCMFMKKO_00800	HDCLDDAM_00387	MFHLCMEF_00388	JGDJAKFF_00672
group433	hypothetical protein	--	FFOKMCCD_00822	KCMFMKKO_00799	HDCLDDAM_00388	MFHLCMEF_00389	JGDJAKFF_00671
group434	hypothetical protein	--	FFOKMCCD_00823	KCMFMKKO_00798	HDCLDDAM_00389	MFHLCMEF_00390	JGDJAKFF_00670
group435	hypothetical protein	--	FFOKMCCD_00824	KCMFMKKO_00797	HDCLDDAM_00390	MFHLCMEF_00391	JGDJAKFF_00667
group436	hypothetical protein	--	FFOKMCCD_00825	KCMFMKKO_00796	HDCLDDAM_00391	MFHLCMEF_00392	JGDJAKFF_00668
group436.1	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00669
group437	hypothetical protein	--	FFOKMCCD_00826	KCMFMKKO_00795	HDCLDDAM_00392	MFHLCMEF_00393	JGDJAKFF_00703
group438	hypothetical protein	--	FFOKMCCD_00828	KCMFMKKO_00793	HDCLDDAM_00394	MFHLCMEF_00395	JGDJAKFF_00705
group439	2-dehydro-3-deoxyphosphooctonate aldolase	kdsA	FFOKMCCD_00829	KCMFMKKO_00792	HDCLDDAM_00395	MFHLCMEF_00396	JGDJAKFF_00706
group440	Ribosomal large subunit pseudouridine synthase D	rluD	FFOKMCCD_00832	KCMFMKKO_00789	HDCLDDAM_00398	MFHLCMEF_00399	JGDJAKFF_00710
group441	hypothetical protein	--	FFOKMCCD_00833	KCMFMKKO_00788	HDCLDDAM_00399	MFHLCMEF_00400	JGDJAKFF_00709
group442	hypothetical protein	--	FFOKMCCD_00834	KCMFMKKO_00787	HDCLDDAM_00400	MFHLCMEF_00401	JGDJAKFF_00708
group443	DNA gyrase subunit A	gyrA_2	FFOKMCCD_00835	KCMFMKKO_00786	HDCLDDAM_00401	MFHLCMEF_00402	JGDJAKFF_00712
group444	DNA gyrase subunit B	gyrB_2	FFOKMCCD_00837	KCMFMKKO_00785	HDCLDDAM_00402	MFHLCMEF_00403	JGDJAKFF_00713
group444.1	DNA gyrase subunit B	gyrB_3	FFOKMCCD_00836	NA	NA	NA	NA
group445	Glutamyl-tRNA reductase	hemA	FFOKMCCD_00838	KCMFMKKO_00784	HDCLDDAM_00403	MFHLCMEF_00404	JGDJAKFF_00714
group446	hypothetical protein	--	FFOKMCCD_00839	KCMFMKKO_00783	HDCLDDAM_00404	MFHLCMEF_00405	JGDJAKFF_00715
group447	hypothetical protein	--	FFOKMCCD_00840	KCMFMKKO_00782	HDCLDDAM_00405	MFHLCMEF_00406	JGDJAKFF_00716
group448	hypothetical protein	--	FFOKMCCD_00841	KCMFMKKO_00781	HDCLDDAM_00406	MFHLCMEF_00407	JGDJAKFF_00717
group449	hypothetical protein	--	FFOKMCCD_00844	KCMFMKKO_00778	HDCLDDAM_00409	MFHLCMEF_00410	JGDJAKFF_00720
group450	putative protein CT_671	--	FFOKMCCD_00847	KCMFMKKO_00775	HDCLDDAM_00412	MFHLCMEF_00413	JGDJAKFF_00723
group451	hypothetical protein	--	FFOKMCCD_00848	KCMFMKKO_00774	HDCLDDAM_00413	MFHLCMEF_00414	JGDJAKFF_00724
group452	Serine/threonine-protein kinase PknD	pknD_2	FFOKMCCD_00849	KCMFMKKO_00773	HDCLDDAM_00414	MFHLCMEF_00415	JGDJAKFF_00725
group453	Type 3 secretion system secretin	sctC_2	FFOKMCCD_00850	KCMFMKKO_00772	HDCLDDAM_00415	MFHLCMEF_00416	JGDJAKFF_00726
group454	Protein-arginine kinase	mcsB	FFOKMCCD_00852	KCMFMKKO_00770	HDCLDDAM_00417	MFHLCMEF_00418	JGDJAKFF_00728
group455	hypothetical protein	--	FFOKMCCD_00853	KCMFMKKO_00769	HDCLDDAM_00418	MFHLCMEF_00419	JGDJAKFF_00729
group456	Ribosome-recycling factor	frr	FFOKMCCD_00856	KCMFMKKO_00766	HDCLDDAM_00421	MFHLCMEF_00422	JGDJAKFF_00732
group457	Uridylate kinase	pyrH	FFOKMCCD_00857	KCMFMKKO_00765	HDCLDDAM_00422	MFHLCMEF_00423	JGDJAKFF_00733
group458	Elongation factor Ts	tsf	FFOKMCCD_00858	KCMFMKKO_00764	HDCLDDAM_00423	MFHLCMEF_00424	JGDJAKFF_00734
group459	hypothetical protein	--	FFOKMCCD_00859	KCMFMKKO_00763	HDCLDDAM_00424	MFHLCMEF_00425	JGDJAKFF_00735
group460	Peptidoglycan D%2CD-transpeptidase MrdA	mrdA	FFOKMCCD_00862	KCMFMKKO_00760	HDCLDDAM_00427	MFHLCMEF_00428	JGDJAKFF_00738
group461	Photosystem I assembly protein Ycf3	ycf3	FFOKMCCD_00863	KCMFMKKO_00759	HDCLDDAM_00428	MFHLCMEF_00429	JGDJAKFF_00739
group462	FeS cluster assembly protein SufB	sufB	FFOKMCCD_00864	KCMFMKKO_00758	HDCLDDAM_00429	MFHLCMEF_00430	JGDJAKFF_00740
group463	putative ATP-dependent transporter SufC	sufC	FFOKMCCD_00865	KCMFMKKO_00757	HDCLDDAM_00430	MFHLCMEF_00431	JGDJAKFF_00741
group464	hypothetical protein	--	FFOKMCCD_00866	KCMFMKKO_00756	HDCLDDAM_00431	MFHLCMEF_00432	JGDJAKFF_00742
group465	Cysteine desulfurase	sufS	FFOKMCCD_00867	KCMFMKKO_00755	HDCLDDAM_00432	MFHLCMEF_00433	JGDJAKFF_00743
group466	hypothetical protein	--	FFOKMCCD_00868	KCMFMKKO_00754	HDCLDDAM_00433	MFHLCMEF_00434	JGDJAKFF_00523
group467	hypothetical protein	--	FFOKMCCD_00870	KCMFMKKO_00752	HDCLDDAM_00435	MFHLCMEF_00436	JGDJAKFF_00525
group468	putative chromosome-partitioning protein ParB	parB	FFOKMCCD_00871	KCMFMKKO_00751	HDCLDDAM_00436	MFHLCMEF_00437	JGDJAKFF_00744
group469	Oligopeptide transport ATP-binding protein OppF	btuD	FFOKMCCD_00872	KCMFMKKO_00750	HDCLDDAM_00437	MFHLCMEF_00438	JGDJAKFF_00745
group470	Oligopeptide transport ATP-binding protein OppD	oppD_2	FFOKMCCD_00873	KCMFMKKO_00749	HDCLDDAM_00438	MFHLCMEF_00439	JGDJAKFF_00746
group471	hypothetical protein	--	FFOKMCCD_00874	KCMFMKKO_00748	HDCLDDAM_00439	MFHLCMEF_00440	JGDJAKFF_00747
group472	hypothetical protein	--	FFOKMCCD_00875	KCMFMKKO_00747	HDCLDDAM_00440	MFHLCMEF_00441	JGDJAKFF_00748
group473	Bifunctional PGK/TIM	pgk	FFOKMCCD_00876	KCMFMKKO_00746	HDCLDDAM_00441	MFHLCMEF_00442	JGDJAKFF_00749
group474	hypothetical protein	--	FFOKMCCD_00877	KCMFMKKO_00745	HDCLDDAM_00442	MFHLCMEF_00443	NA
group475	hypothetical protein	--	FFOKMCCD_00878	KCMFMKKO_00744	HDCLDDAM_00443	MFHLCMEF_00444	JGDJAKFF_00751
group476	hypothetical protein	--	FFOKMCCD_00879	KCMFMKKO_00743	HDCLDDAM_00444	MFHLCMEF_00445	JGDJAKFF_00752
group477	Ribosomal RNA small subunit methyltransferase B	rsmB	FFOKMCCD_00880	KCMFMKKO_00742	HDCLDDAM_00445	MFHLCMEF_00446	JGDJAKFF_00599
group478	hypothetical protein	--	FFOKMCCD_00881	KCMFMKKO_00741	HDCLDDAM_00446	MFHLCMEF_00447	JGDJAKFF_00598
group479	hypothetical protein	--	FFOKMCCD_00882	KCMFMKKO_00740	HDCLDDAM_00447	MFHLCMEF_00448	JGDJAKFF_00597
group480	hypothetical protein	--	FFOKMCCD_00883	KCMFMKKO_00739	HDCLDDAM_00448	MFHLCMEF_00449	JGDJAKFF_00596
group481	Serine-protein kinase RsbW	rsbW	FFOKMCCD_00884	KCMFMKKO_00738	HDCLDDAM_00449	MFHLCMEF_00450	JGDJAKFF_00595
group482	hypothetical protein	--	FFOKMCCD_00885	KCMFMKKO_00737	HDCLDDAM_00450	MFHLCMEF_00451	JGDJAKFF_00594
group483	Cell division coordinator CpoB	cpoB	FFOKMCCD_00886	KCMFMKKO_00736	HDCLDDAM_00451	MFHLCMEF_00452	JGDJAKFF_00593
group484	hypothetical protein	--	FFOKMCCD_00887	KCMFMKKO_00735	HDCLDDAM_00452	MFHLCMEF_00453	JGDJAKFF_00592
group485	DNA polymerase III subunit alpha	dnaE	FFOKMCCD_00888	KCMFMKKO_00734	HDCLDDAM_00453	MFHLCMEF_00454	JGDJAKFF_00591
group486	Membrane sensor protein UhpC	uhpC	FFOKMCCD_00890	KCMFMKKO_00733	HDCLDDAM_00454	MFHLCMEF_00455	JGDJAKFF_00590
group487	hypothetical protein	--	FFOKMCCD_00891	KCMFMKKO_00732	HDCLDDAM_00455	MFHLCMEF_00456	NA
group488	Histidine--tRNA ligase	hisS	FFOKMCCD_00892	KCMFMKKO_00731	HDCLDDAM_00456	MFHLCMEF_00457	JGDJAKFF_00589
group489	Aspartate--tRNA(Asp/Asn) ligase	aspS	FFOKMCCD_00893	KCMFMKKO_00730	HDCLDDAM_00457	MFHLCMEF_00458	JGDJAKFF_00588
group490	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	fkpA	FFOKMCCD_00894	KCMFMKKO_00729	HDCLDDAM_00458	MFHLCMEF_00459	JGDJAKFF_00587
group491	tRNA (cytidine(34)-2'-O)-methyltransferase	trmL	FFOKMCCD_00895	KCMFMKKO_00728	HDCLDDAM_00459	MFHLCMEF_00460	JGDJAKFF_00586
group492	Thioredoxin	trxA	FFOKMCCD_00896	KCMFMKKO_00727	HDCLDDAM_00460	MFHLCMEF_00461	JGDJAKFF_00585
group493	hypothetical protein	--	FFOKMCCD_00899	KCMFMKKO_00724	HDCLDDAM_00463	MFHLCMEF_00464	JGDJAKFF_00582
group494	Apolipoprotein N-acyltransferase	lnt	FFOKMCCD_00902	KCMFMKKO_00721	HDCLDDAM_00466	MFHLCMEF_00467	JGDJAKFF_00579
group495	UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC	FFOKMCCD_00903	KCMFMKKO_00720	HDCLDDAM_00467	MFHLCMEF_00468	JGDJAKFF_00578
group496	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	fabZ	FFOKMCCD_00904	KCMFMKKO_00719	HDCLDDAM_00468	MFHLCMEF_00469	JGDJAKFF_00577
group497	hypothetical protein	--	FFOKMCCD_00907	KCMFMKKO_00717	HDCLDDAM_00470	MFHLCMEF_00471	JGDJAKFF_00574
group498	50S ribosomal protein L3	rplC	FFOKMCCD_00908	KCMFMKKO_00716	HDCLDDAM_00471	MFHLCMEF_00472	JGDJAKFF_00573
group499	50S ribosomal protein L4	rplD	FFOKMCCD_00909	KCMFMKKO_00715	HDCLDDAM_00472	MFHLCMEF_00473	JGDJAKFF_00572
group500	50S ribosomal protein L23	rplW	FFOKMCCD_00910	KCMFMKKO_00714	HDCLDDAM_00473	MFHLCMEF_00474	JGDJAKFF_00571
group501	hypothetical protein	--	FFOKMCCD_00911	KCMFMKKO_00713	HDCLDDAM_00474	MFHLCMEF_00475	JGDJAKFF_00570
group502	hypothetical protein	--	FFOKMCCD_00916	KCMFMKKO_00708	HDCLDDAM_00479	MFHLCMEF_00480	JGDJAKFF_00565
group503	30S ribosomal protein S17	rpsQ	FFOKMCCD_00917	KCMFMKKO_00707	HDCLDDAM_00480	MFHLCMEF_00481	JGDJAKFF_00564
group504	hypothetical protein	--	FFOKMCCD_00919	KCMFMKKO_00705	HDCLDDAM_00482	MFHLCMEF_00483	JGDJAKFF_00562
group505	50S ribosomal protein L5	rplE	FFOKMCCD_00920	KCMFMKKO_00704	HDCLDDAM_00483	MFHLCMEF_00484	JGDJAKFF_00561
group506	30S ribosomal protein S8	rpsH	FFOKMCCD_00921	KCMFMKKO_00703	HDCLDDAM_00484	MFHLCMEF_00485	JGDJAKFF_00560
group507	50S ribosomal protein L6	rplF	FFOKMCCD_00922	KCMFMKKO_00702	HDCLDDAM_00485	MFHLCMEF_00486	JGDJAKFF_00559
group508	50S ribosomal protein L15	rplO	FFOKMCCD_00925	KCMFMKKO_00699	HDCLDDAM_00488	MFHLCMEF_00489	JGDJAKFF_00556
group509	DNA-directed RNA polymerase subunit alpha	rpoA	FFOKMCCD_00929	KCMFMKKO_00695	HDCLDDAM_00492	MFHLCMEF_00493	JGDJAKFF_00552
group510	50S ribosomal protein L17	rplQ	FFOKMCCD_00930	KCMFMKKO_00694	HDCLDDAM_00493	MFHLCMEF_00494	JGDJAKFF_00551
group511	Glyceraldehyde-3-phosphate dehydrogenase	gap	FFOKMCCD_00931	KCMFMKKO_00693	HDCLDDAM_00494	MFHLCMEF_00495	JGDJAKFF_00550
group512	hypothetical protein	--	FFOKMCCD_00932	KCMFMKKO_00692	HDCLDDAM_00495	MFHLCMEF_00496	JGDJAKFF_00549
group513	hypothetical protein	--	FFOKMCCD_00934	KCMFMKKO_00690	HDCLDDAM_00497	MFHLCMEF_00498	JGDJAKFF_00547
group514	Crossover junction endodeoxyribonuclease RuvC	ruvC	FFOKMCCD_00935	KCMFMKKO_00689	HDCLDDAM_00498	MFHLCMEF_00499	JGDJAKFF_00546
group515	Holliday junction ATP-dependent DNA helicase RuvA	ruvA	FFOKMCCD_00936	KCMFMKKO_00688	HDCLDDAM_00499	MFHLCMEF_00500	JGDJAKFF_00545
group516	Nucleoside diphosphate kinase	ndk	FFOKMCCD_00937	KCMFMKKO_00687	HDCLDDAM_00500	MFHLCMEF_00501	JGDJAKFF_00544
group517	Lipoate-protein ligase A	lplA	FFOKMCCD_00938	KCMFMKKO_00686	HDCLDDAM_00501	MFHLCMEF_00502	JGDJAKFF_00543
group518	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	mnmG	FFOKMCCD_00939	KCMFMKKO_00685	HDCLDDAM_00502	MFHLCMEF_00503	JGDJAKFF_00542
